map_background = "world/csys_000"
units_list = {}
units_list[1] = {4,5116,0,400,272,0,0}
units_list[2] = {4,5116,0,496,272,0,0}
units_list[3] = {4,5116,0,592,256,180,0}
units_list[4] = {4,5116,0,256,736,0,0}
units_list[5] = {4,5116,0,288,816,180,0}
units_list[6] = {4,5116,0,688,272,180,0}
units_list[7] = {4,5116,0,768,256,0,0}
units_list[8] = {4,5116,0,864,288,0,0}
units_list[9] = {4,5116,0,928,256,180,0}
units_list[10] = {4,5116,0,992,288,180,0}
units_list[11] = {4,5116,0,1120,288,180,0}
units_list[12] = {4,5116,0,336,1136,0,0}
units_list[13] = {4,5116,0,432,1152,180,0}
units_list[14] = {4,5116,0,1264,1152,180,0}
units_list[15] = {4,5116,0,1312,1120,0,0}
units_list[16] = {4,5116,0,1328,1008,0,0}
units_list[17] = {4,5116,0,1360,944,180,0}
units_list[18] = {4,5116,0,1328,880,0,0}
units_list[19] = {4,5116,0,1376,816,180,0}
units_list[20] = {4,5116,0,1312,704,180,0}
units_list[21] = {12,5157,0,480,368,0,0}
units_list[22] = {12,5157,0,880,384,0,0}
units_list[23] = {12,5157,0,1072,384,180,0}
units_list[24] = {12,5157,0,480,560,180,0}
units_list[25] = {12,5157,0,816,576,0,0}
units_list[26] = {12,5157,0,1168,560,0,0}
units_list[27] = {12,5157,0,512,736,180,0}
units_list[28] = {12,5157,0,512,896,0,0}
units_list[29] = {12,5157,0,496,1024,0,0}
units_list[30] = {12,5157,0,880,752,0,0}
units_list[31] = {12,5157,0,1120,752,180,0}
units_list[32] = {12,5157,0,928,928,180,0}
units_list[33] = {12,5157,0,928,1024,180,0}
units_list[34] = {12,5157,0,2720,576,180,0}
units_list[35] = {12,5157,0,2800,1616,180,0}
units_list[36] = {12,5157,0,3008,1616,180,0}
units_list[37] = {12,5157,0,2768,1808,180,0}
units_list[38] = {12,5157,0,3024,1808,0,0}
units_list[39] = {12,5157,0,3040,1984,180,0}
units_list[40] = {12,5157,0,2704,720,0,0}
units_list[41] = {12,5157,0,3040,2144,180,0}
units_list[42] = {12,5157,0,2784,2304,0,0}
units_list[43] = {12,5157,0,3056,2320,0,0}
units_list[44] = {12,5157,0,2656,2736,0,0}
units_list[45] = {12,5157,0,1664,2368,180,0}
units_list[46] = {12,5157,0,1248,2688,0,0}
units_list[47] = {12,5157,0,1248,2512,180,0}
units_list[48] = {12,5157,0,1264,2368,180,0}
units_list[49] = {12,5157,0,944,2288,0,0}
units_list[50] = {12,5157,0,1664,2208,0,0}
units_list[51] = {12,5157,0,1664,2112,180,0}
units_list[52] = {4,5117,0,448,224,180,0}
units_list[53] = {4,5117,0,576,256,180,0}
units_list[54] = {4,5117,0,672,224,180,0}
units_list[55] = {4,5117,0,752,272,180,0}
units_list[56] = {4,5117,0,832,240,0,0}
units_list[57] = {4,5117,0,896,288,0,0}
units_list[58] = {4,5117,0,304,448,180,0}
units_list[59] = {4,5117,0,224,672,0,0}
units_list[60] = {4,5117,0,208,784,0,0}
units_list[61] = {4,5117,0,368,1152,0,0}
units_list[62] = {4,5117,0,1200,1120,0,0}
units_list[63] = {4,5117,0,1296,1024,0,0}
units_list[64] = {4,5116,0,2528,256,0,0}
units_list[65] = {4,5116,0,2960,736,180,0}
units_list[66] = {4,5116,0,2592,1008,0,0}
units_list[67] = {4,5116,0,2880,992,180,0}
units_list[68] = {4,5116,0,2944,1008,0,0}
units_list[69] = {4,5116,0,2944,928,0,0}
units_list[70] = {4,5116,0,2944,816,180,0}
units_list[71] = {4,5116,0,2976,880,180,0}
units_list[72] = {4,5116,0,2880,1072,180,0}
units_list[73] = {4,5116,0,2896,1152,180,0}
units_list[74] = {4,5116,0,2592,1136,180,0}
units_list[75] = {4,5116,0,2576,1200,0,0}
units_list[76] = {4,5116,0,2608,1264,180,0}
units_list[77] = {4,5116,0,2976,1472,180,0}
units_list[78] = {4,5116,0,3040,1488,0,0}
units_list[79] = {4,5116,0,3120,1472,180,0}
units_list[80] = {4,5116,0,3184,1504,0,0}
units_list[81] = {4,5116,0,3264,1488,180,0}
units_list[82] = {4,5116,0,3248,1552,0,0}
units_list[83] = {4,5116,0,2528,1472,0,0}
units_list[84] = {4,5116,0,3264,1632,0,0}
units_list[85] = {4,5116,0,3280,1712,180,0}
units_list[86] = {4,5116,0,3248,1792,0,0}
units_list[87] = {4,5116,0,3280,1840,0,0}
units_list[88] = {4,5116,0,3280,1936,180,0}
units_list[89] = {4,5116,0,3280,2016,180,0}
units_list[90] = {4,5116,0,3264,2080,0,0}
units_list[91] = {4,5116,0,3280,2176,180,0}
units_list[92] = {4,5116,0,3280,2240,0,0}
units_list[93] = {4,5116,0,3296,2320,0,0}
units_list[94] = {4,5116,0,2464,2416,0,0}
units_list[95] = {4,5116,0,2432,2848,180,0}
units_list[96] = {4,5116,0,2400,2608,0,0}
units_list[97] = {4,5116,0,2320,2608,180,0}
units_list[98] = {4,5116,0,1984,2624,0,0}
units_list[99] = {4,5116,0,1920,2592,0,0}
units_list[100] = {4,5116,0,1888,2512,180,0}
units_list[101] = {4,5116,0,1888,2096,180,0}
units_list[102] = {4,5116,0,1888,2192,0,0}
units_list[103] = {4,5116,0,1872,2272,0,0}
units_list[104] = {4,5116,0,1904,2352,180,0}
units_list[105] = {4,5116,0,1904,2432,0,0}
units_list[106] = {4,5116,0,1792,1984,0,0}
units_list[107] = {4,5116,0,1728,2000,180,0}
units_list[108] = {4,5116,0,1648,1968,0,0}
units_list[109] = {4,5116,0,1552,1984,0,0}
units_list[110] = {4,5116,0,1472,1968,180,0}
units_list[111] = {4,5116,0,1296,1968,0,0}
units_list[112] = {4,5116,0,832,1968,0,0}
units_list[113] = {4,5116,0,912,2000,0,0}
units_list[114] = {4,5116,0,1008,1968,180,0}
units_list[115] = {4,5116,0,1104,2000,180,0}
units_list[116] = {4,5116,0,1232,1984,180,0}
units_list[117] = {4,5116,0,1168,1952,180,0}
units_list[118] = {4,5117,0,880,1968,0,0}
units_list[119] = {4,5117,0,976,1968,180,0}
units_list[120] = {4,5117,0,1088,1936,180,0}
units_list[121] = {4,5117,0,1184,1952,0,0}
units_list[122] = {4,5117,0,1536,1920,180,0}
units_list[123] = {4,5117,0,1632,1968,180,0}
units_list[124] = {4,5117,0,1824,1936,0,0}
units_list[125] = {4,5117,0,1872,2128,0,0}
units_list[126] = {4,5117,0,1920,2224,180,0}
units_list[127] = {4,5117,0,1872,2352,180,0}
units_list[128] = {4,5117,0,1872,2528,0,0}
units_list[129] = {4,5117,0,3264,2320,0,0}
units_list[130] = {4,5117,0,3296,2096,180,0}
units_list[131] = {4,5117,0,3232,1936,0,0}
units_list[132] = {4,5117,0,3280,1840,0,0}
units_list[133] = {4,5117,0,3232,1712,0,0}
units_list[134] = {4,5117,0,3296,1552,180,0}
units_list[135] = {4,5117,0,3200,1440,180,0}
units_list[136] = {4,5117,0,2912,1056,180,0}
units_list[137] = {4,5117,0,2976,928,180,0}
units_list[138] = {4,5117,0,736,1952,0,0}
units_list[139] = {4,5117,0,800,1968,180,0}
units_list[140] = {4,5116,0,1408,1984,180,0}
units_list[141] = {4,5117,0,1328,1968,0,0}
units_list[142] = {4,5117,0,1392,1920,180,0}
units_list[143] = {10,14,0,660,1020,180,1}
units_list[144] = {4,5116,0,2560,1360,0,0}
units_list[145] = {4,5116,0,2464,1472,180,0}
units_list[146] = {4,5116,0,2896,1472,0,0}
units_list[147] = {4,5116,0,2928,1520,180,0}
units_list[148] = {4,5117,0,3072,1472,0,0}
units_list[149] = {4,5117,0,2976,1520,180,0}
units_list[150] = {4,5116,0,2928,1584,180,0}
units_list[151] = {11,69998,0,2604,1572,180,10}
units_list[152] = {4,5116,0,2528,1968,0,0}
units_list[153] = {4,5116,0,2592,2048,0,0}
units_list[154] = {4,5116,0,3008,1840,180,0}
units_list[155] = {4,5116,0,2944,2032,0,0}
units_list[156] = {4,5117,0,2448,2336,0,0}
units_list[157] = {4,5117,0,2640,2048,0,0}
units_list[158] = {4,5117,0,2560,1984,180,0}
units_list[159] = {4,5117,0,2912,2048,180,0}
units_list[160] = {4,5117,0,2464,1936,0,0}
units_list[161] = {4,5116,0,2992,1968,180,0}
units_list[162] = {4,5117,0,3024,1888,180,0}
units_list[163] = {4,5117,0,2976,1856,0,0}
units_list[164] = {11,69998,0,2412,2052,180,12}
units_list[165] = {11,69998,0,2508,2172,180,13}
units_list[166] = {11,69998,0,2676,2220,180,14}
units_list[167] = {11,69998,0,2892,2220,180,15}
units_list[168] = {11,69998,0,3036,2124,180,16}
units_list[169] = {11,69998,0,3108,1956,180,17}
units_list[170] = {11,69998,6,2388,2004,180,18}
units_list[171] = {11,69998,0,2676,1956,180,19}
units_list[172] = {11,69998,0,2844,1956,180,20}
units_list[173] = {4,5114,0,3104,1600,0,0}
units_list[174] = {4,5116,0,2464,2608,0,0}
units_list[175] = {4,5116,0,2432,2544,180,0}
units_list[176] = {4,5116,0,2496,2464,180,0}
units_list[177] = {4,5117,0,2448,2464,180,0}
units_list[178] = {4,5116,0,1840,2608,0,0}
units_list[179] = {4,5113,0,1808,2656,180,0}
units_list[180] = {11,69998,0,1404,2532,180,21}
units_list[181] = {19,5177,23,1500,2268,0,0}
units_list[182] = {19,5177,23,1548,2268,0,0}
units_list[183] = {19,5177,23,1548,2364,0,0}
units_list[184] = {19,5177,23,1548,2316,0,0}
units_list[185] = {4,5117,0,1904,2608,0,0}
units_list[186] = {19,5177,23,2676,1428,0,0}
units_list[187] = {19,5177,23,2724,1428,0,0}
units_list[188] = {19,5177,23,2772,1428,0,0}
units_list[189] = {19,5177,23,2820,1428,0,0}
units_list[190] = {4,5116,0,2880,1440,0,0}
units_list[191] = {4,5116,0,2944,1424,0,0}
units_list[192] = {4,5116,0,2608,1328,180,0}
units_list[193] = {4,5116,0,2880,1360,180,0}
units_list[194] = {4,5117,0,2944,1360,180,0}
units_list[195] = {4,5116,0,2624,1424,0,0}
units_list[196] = {4,5117,0,2592,1440,180,0}
units_list[197] = {4,5116,0,2880,1216,0,0}
units_list[198] = {4,5116,0,2896,1296,180,0}
units_list[199] = {4,5117,0,2560,1200,0,0}
units_list[200] = {4,5117,0,2576,1360,0,0}
units_list[201] = {12,5157,0,2720,896,180,0}
units_list[202] = {12,5157,0,2736,1072,180,0}
units_list[203] = {12,5157,0,2736,1264,0,0}
units_list[204] = {12,5157,0,2720,1440,180,0}
units_list[205] = {12,5157,0,2656,2448,180,0}
units_list[206] = {12,5157,0,2656,2592,0,0}
units_list[207] = {4,5117,0,1296,768,0,0}
units_list[208] = {4,5116,0,1344,752,0,0}
units_list[209] = {4,5155,0,2736,1184,0,0}
units_list[210] = {4,5155,0,2736,1216,0,0}
units_list[211] = {4,5155,0,2736,1248,0,0}
units_list[212] = {4,5116,0,272,640,0,0}
units_list[213] = {4,5052,0,272,528,0,0}
units_list[214] = {4,5052,0,272,576,0,0}
units_list[215] = {4,5116,0,336,416,180,0}
units_list[216] = {4,5117,0,224,400,0,0}
units_list[217] = {4,5116,0,352,320,0,0}
units_list[218] = {4,5116,0,272,352,0,0}
units_list[219] = {4,5116,0,336,272,180,0}
units_list[220] = {4,5117,0,272,240,0,0}
units_list[221] = {19,5177,23,636,852,0,0}
units_list[222] = {19,5177,23,684,852,0,0}
units_list[223] = {19,5177,23,732,852,0,0}
units_list[224] = {19,5177,23,780,852,0,0}
units_list[225] = {19,5177,23,828,852,0,0}
units_list[226] = {19,5177,23,876,852,0,0}
units_list[227] = {4,5116,0,832,1424,0,0}
units_list[228] = {4,5116,0,528,1424,0,0}
units_list[229] = {4,5116,0,928,1472,180,0}
units_list[230] = {4,5117,0,864,1440,0,0}
units_list[231] = {4,5116,0,432,1200,180,0}
units_list[232] = {4,5116,0,1184,1184,180,0}
units_list[233] = {4,5116,0,1104,1216,0,0}
units_list[234] = {4,5117,0,1104,1152,0,0}
units_list[235] = {4,5116,0,480,880,0,0}
units_list[236] = {4,5116,0,416,832,0,0}
units_list[237] = {4,5116,0,352,848,0,0}
units_list[238] = {4,5117,0,384,864,0,0}
units_list[239] = {4,5117,0,400,1232,180,0}
units_list[240] = {4,5116,0,448,1280,0,0}
units_list[241] = {4,5116,0,560,1360,0,0}
units_list[242] = {4,5117,0,496,1328,0,0}
units_list[243] = {4,5117,0,464,1360,180,0}
units_list[244] = {4,5116,0,288,880,180,0}
