map_background = "world/csys_ex_001"
units_list = {}
units_list[1] = {12,5107,0,352,208,0,0}
units_list[2] = {12,5107,0,656,224,180,0}
units_list[3] = {12,5107,0,1040,208,0,0}
units_list[4] = {12,5107,0,1440,240,0,0}
units_list[5] = {12,5107,0,1744,208,180,0}
units_list[6] = {12,5107,0,288,384,180,0}
units_list[7] = {12,5107,0,336,576,0,0}
units_list[8] = {12,5107,0,288,752,0,0}
units_list[9] = {12,5107,0,320,912,180,0}
units_list[10] = {12,5107,0,304,1104,0,0}
units_list[11] = {12,5107,0,336,1280,0,0}
units_list[12] = {12,5107,0,320,1472,0,0}
units_list[13] = {12,5107,0,352,1648,180,0}
units_list[14] = {12,5107,0,336,1824,0,0}
units_list[15] = {12,5107,0,736,1856,180,0}
units_list[16] = {12,5107,0,704,1456,0,0}
units_list[17] = {12,5107,0,768,1264,0,0}
units_list[18] = {12,5107,0,720,1056,0,0}
units_list[19] = {12,5107,0,736,848,180,0}
units_list[20] = {12,5107,0,720,640,0,0}
units_list[21] = {12,5107,0,688,432,180,0}
units_list[22] = {12,5107,0,1104,416,180,0}
units_list[23] = {12,5107,0,1472,448,0,0}
units_list[24] = {12,5107,0,1712,416,0,0}
units_list[25] = {12,5107,0,1728,608,180,0}
units_list[26] = {12,5107,0,1136,608,180,0}
units_list[27] = {12,5107,0,1424,640,0,0}
units_list[28] = {12,5107,0,1760,816,0,0}
units_list[29] = {12,5107,0,1152,816,0,0}
units_list[30] = {12,5107,0,1488,832,180,0}
units_list[31] = {12,5107,0,1136,1008,180,0}
units_list[32] = {12,5107,0,1136,1216,0,0}
units_list[33] = {12,5107,0,1520,1008,0,0}
units_list[34] = {12,5107,0,1728,1024,0,0}
units_list[35] = {12,5107,0,1776,1232,180,0}
units_list[36] = {12,5107,0,1152,1824,180,0}
units_list[37] = {12,5107,0,1568,1856,0,0}
units_list[38] = {12,5107,0,1760,1824,0,0}
units_list[39] = {12,5107,0,1728,1648,180,0}
units_list[40] = {12,5107,0,1760,1440,0,0}
units_list[41] = {12,5107,0,1440,1200,180,0}
units_list[42] = {12,5107,0,1152,1392,0,0}
units_list[43] = {12,5107,0,1088,1568,180,0}
units_list[44] = {12,5107,0,1424,1392,180,0}
units_list[45] = {12,5107,0,1440,1584,180,0}
units_list[46] = {12,5107,0,1328,1712,0,0}
units_list[47] = {12,5107,0,912,1648,0,0}
units_list[48] = {12,5107,0,640,1648,180,0}
units_list[49] = {11,69998,0,372,228,180,4}
units_list[50] = {11,69998,0,516,228,180,5}
units_list[51] = {11,69998,0,660,228,180,6}
units_list[52] = {11,69998,0,804,228,180,7}
units_list[53] = {4,5112,0,704,1312,0,0}
units_list[54] = {4,5116,0,736,1392,0,0}
units_list[55] = {4,5018,0,1568,1040,0,0}
units_list[56] = {4,5116,0,752,784,180,0}
units_list[57] = {11,69998,0,444,804,180,9}
units_list[58] = {11,69998,0,396,1020,180,10}
units_list[59] = {11,69998,0,468,1212,180,11}
units_list[60] = {11,69998,1,300,372,180,2}
units_list[61] = {10,14,0,420,372,180,1}
units_list[62] = {11,69998,0,1068,1044,180,18}
units_list[63] = {11,69998,0,972,1404,180,20}
units_list[64] = {11,69998,0,1140,1404,180,22}
units_list[65] = {11,69998,0,660,1188,180,31}
