map_background = "world/yxys_walle_004"
units_list = {}
units_list[1] = {12,5059,0,1024,320,0,0}
units_list[2] = {12,5059,0,832,320,0,0}
units_list[3] = {12,5059,0,640,320,0,0}
units_list[4] = {12,5059,0,448,320,0,0}
units_list[5] = {12,5059,0,256,320,0,0}
units_list[6] = {12,5059,0,256,512,0,0}
units_list[7] = {12,5060,0,448,512,0,0}
units_list[8] = {12,5059,0,256,704,0,0}
units_list[9] = {12,5059,0,256,896,0,0}
units_list[10] = {12,5059,0,256,1088,0,0}
units_list[11] = {12,5059,0,256,1472,0,0}
units_list[12] = {12,5059,0,256,1664,0,0}
units_list[13] = {12,5059,0,448,1664,0,0}
units_list[14] = {12,5059,0,448,1472,0,0}
units_list[15] = {12,5059,0,448,1296,0,0}
units_list[16] = {12,5059,0,448,720,0,0}
units_list[17] = {12,5059,0,448,912,0,0}
units_list[18] = {12,5059,0,640,1472,0,0}
units_list[19] = {12,5059,0,832,1280,0,0}
units_list[20] = {12,5059,0,832,896,0,0}
units_list[21] = {12,5060,0,832,704,0,0}
units_list[22] = {12,5059,0,832,512,0,0}
units_list[23] = {12,5059,0,1024,512,0,0}
units_list[24] = {12,5059,0,1216,512,0,0}
units_list[25] = {12,5059,0,1216,688,0,0}
units_list[26] = {12,5059,0,1024,688,0,0}
units_list[27] = {12,5059,0,1216,880,0,0}
units_list[28] = {12,5059,0,1216,1072,0,0}
units_list[29] = {12,5059,0,1216,1264,0,0}
units_list[30] = {12,5059,0,1024,1456,0,0}
units_list[31] = {12,5059,0,832,1648,0,0}
units_list[32] = {12,5059,0,1024,1648,0,0}
units_list[33] = {12,5059,0,1216,1648,0,0}
units_list[34] = {12,5060,0,640,624,0,0}
units_list[35] = {12,5059,0,1216,320,0,0}
units_list[36] = {12,5059,0,640,480,0,0}
units_list[37] = {12,5059,0,640,784,0,0}
units_list[38] = {12,5060,0,640,912,0,0}
units_list[39] = {12,5060,0,848,1008,0,0}
units_list[40] = {12,5059,0,832,1152,0,0}
units_list[41] = {12,5060,0,448,1104,0,0}
units_list[42] = {12,5059,0,640,1120,0,0}
