map_background = "world/yxys_bio_003"
units_list = {}
units_list[1] = {11,69998,0,924,852,180,20}
units_list[2] = {11,69998,0,924,828,180,22}
units_list[3] = {10,14,0,780,708,180,23}
units_list[4] = {11,69998,1,924,924,180,24}
units_list[5] = {11,69998,0,804,972,180,25}
units_list[6] = {11,69998,0,612,1140,180,12}
units_list[7] = {11,69998,0,876,1140,180,16}
units_list[8] = {11,69998,0,1188,1140,180,19}
units_list[9] = {11,69998,0,1188,852,180,15}
units_list[10] = {11,69998,0,612,852,180,17}
units_list[11] = {11,69998,0,612,540,180,11}
units_list[12] = {11,69998,0,900,540,180,14}
units_list[13] = {11,69998,0,1188,540,180,13}
units_list[14] = {11,69998,0,1308,444,180,21}
units_list[15] = {11,69998,0,468,420,180,10}
units_list[16] = {11,69998,0,444,1308,180,9}
units_list[17] = {11,69998,0,1284,1260,180,18}
units_list[18] = {4,5002,0,384,1504,0,0}
units_list[19] = {4,5002,0,864,1504,0,0}
units_list[20] = {4,5001,0,1552,1408,180,0}
units_list[21] = {4,5027,0,1536,1488,180,0}
units_list[22] = {4,5002,0,1376,1504,180,0}
units_list[23] = {4,5117,0,1152,224,0,0}
units_list[24] = {4,5117,0,1296,224,180,0}
units_list[25] = {4,5116,0,1184,192,0,0}
units_list[26] = {4,5116,0,1264,192,180,0}
units_list[27] = {4,5001,0,1552,400,180,0}
units_list[28] = {4,5001,0,1552,288,180,0}
units_list[29] = {4,5000,0,1024,272,180,0}
units_list[30] = {4,5117,0,608,240,0,0}
units_list[31] = {4,5116,0,640,192,0,0}
units_list[32] = {4,5116,0,720,192,180,0}
units_list[33] = {4,5117,0,752,240,180,0}
units_list[34] = {4,5000,0,880,272,0,0}
units_list[35] = {4,5116,0,176,624,180,0}
units_list[36] = {4,5116,0,1584,464,180,0}
units_list[37] = {4,5117,0,1600,464,180,0}
units_list[38] = {4,5117,0,1568,560,0,0}
units_list[39] = {4,5116,0,1632,528,180,0}
units_list[40] = {4,5116,0,1600,608,0,0}
units_list[41] = {4,5001,0,1552,1088,180,0}
units_list[42] = {4,5117,0,1584,1248,0,0}
