map_background = "world/yxys_zerg_001"
units_list = {}
units_list[1] = {4,5048,0,1344,80,0,0}
units_list[2] = {4,5048,0,1424,128,180,0}
units_list[3] = {4,5048,0,1312,32,180,0}
units_list[4] = {4,5048,0,624,1408,180,0}
units_list[5] = {4,5048,0,1744,1424,0,0}
units_list[6] = {4,5048,0,1824,1424,180,0}
units_list[7] = {4,5048,0,1984,1424,180,0}
units_list[8] = {4,5048,0,1936,1360,180,0}
units_list[9] = {4,5049,0,1920,1392,180,0}
units_list[10] = {4,5049,0,1824,1376,0,0}
units_list[11] = {4,5048,0,368,1408,180,0}
units_list[12] = {4,5048,0,624,1488,180,0}
units_list[13] = {4,5048,0,688,1424,0,0}
units_list[14] = {4,5049,0,1696,1376,0,0}
units_list[15] = {4,5115,0,1808,1200,0,0}
units_list[16] = {4,5048,0,1936,1200,0,0}
units_list[17] = {4,5049,0,1872,1264,0,0}
units_list[18] = {4,5049,0,1952,1280,180,0}
units_list[19] = {4,5048,0,1984,1136,180,0}
units_list[20] = {4,5112,0,1856,1136,180,0}
units_list[21] = {4,5048,0,1376,448,180,0}
units_list[22] = {4,5048,0,1488,320,0,0}
units_list[23] = {4,5048,0,1488,192,180,0}
units_list[24] = {4,5049,0,1424,256,0,0}
units_list[25] = {4,5049,0,1376,240,180,0}
units_list[26] = {4,5048,0,1840,720,0,0}
units_list[27] = {4,5048,0,1760,592,0,0}
units_list[28] = {4,5049,0,1872,512,180,0}
units_list[29] = {4,5049,0,1776,496,0,0}
units_list[30] = {4,5049,0,1888,464,0,0}
units_list[31] = {4,5049,0,1760,352,0,0}
units_list[32] = {4,5048,0,384,1568,180,0}
units_list[33] = {4,5048,0,608,1568,180,0}
units_list[34] = {4,5048,0,592,1664,180,0}
units_list[35] = {4,5048,0,1520,1552,180,0}
units_list[36] = {4,5048,0,1520,1616,180,0}
units_list[37] = {4,5049,0,448,1616,180,0}
units_list[38] = {4,5049,0,512,1696,0,0}
units_list[39] = {4,5049,0,480,1776,180,0}
units_list[40] = {4,5049,0,1424,1552,0,0}
units_list[41] = {4,5049,0,1376,1616,180,0}
units_list[42] = {4,5049,0,1424,1696,0,0}
units_list[43] = {4,5048,0,1344,1712,180,0}
units_list[44] = {4,5048,0,1600,1584,180,0}
units_list[45] = {4,5048,0,720,1536,180,0}
units_list[46] = {4,5048,0,672,1648,180,0}
units_list[47] = {4,5049,0,1968,592,180,0}
units_list[48] = {4,5049,0,1568,304,0,0}
units_list[49] = {4,5049,0,1680,352,180,0}
units_list[50] = {4,5048,0,1712,288,0,0}
units_list[51] = {4,5048,0,1504,64,180,0}
units_list[52] = {4,5048,0,656,608,180,0}
units_list[53] = {4,5048,0,640,528,180,0}
units_list[54] = {4,5176,0,576,624,0,0}
units_list[55] = {4,5049,0,1008,96,180,0}
units_list[56] = {4,5048,0,640,368,180,0}
units_list[57] = {4,5113,0,1504,608,0,0}
units_list[58] = {4,5048,0,1504,544,180,0}
units_list[59] = {4,5048,0,1504,480,180,0}
units_list[60] = {4,5048,0,1488,400,180,0}
units_list[61] = {4,5049,0,1424,512,180,0}
units_list[62] = {4,5049,0,1456,432,180,0}
units_list[63] = {4,5049,0,1392,320,0,0}
units_list[64] = {4,5048,0,464,1696,180,0}
units_list[65] = {4,5048,0,528,1600,180,0}
units_list[66] = {4,5048,0,608,1744,180,0}
units_list[67] = {4,5048,0,1584,256,180,0}
units_list[68] = {4,5057,0,1008,624,0,0}
units_list[69] = {4,5048,0,912,640,180,0}
units_list[70] = {4,5048,0,928,560,180,0}
units_list[71] = {4,5048,0,976,544,0,0}
units_list[72] = {4,5048,0,896,496,0,0}
units_list[73] = {4,5048,0,944,448,180,0}
units_list[74] = {4,5176,0,912,368,0,0}
units_list[75] = {4,5048,0,1040,528,0,0}
units_list[76] = {4,5049,0,992,432,0,0}
units_list[77] = {4,5062,0,976,352,0,0}
units_list[78] = {4,5114,0,1328,608,180,0}
units_list[79] = {4,5048,0,1328,544,180,0}
units_list[80] = {4,5049,0,1264,448,180,0}
units_list[81] = {4,5048,0,1328,464,180,0}
units_list[82] = {4,5048,0,1312,368,0,0}
units_list[83] = {4,5048,0,1216,368,0,0}
units_list[84] = {4,5048,0,1056,320,0,0}
units_list[85] = {4,5048,0,1136,368,0,0}
units_list[86] = {4,5049,0,1120,272,180,0}
units_list[87] = {4,5048,0,992,272,180,0}
units_list[88] = {4,5048,0,864,224,0,0}
units_list[89] = {4,5048,0,960,208,180,0}
units_list[90] = {4,5049,0,448,1504,180,0}
units_list[91] = {4,5049,0,528,1536,0,0}
units_list[92] = {4,5049,0,528,1808,0,0}
units_list[93] = {4,5049,0,1392,1568,180,0}
units_list[94] = {4,5049,0,1488,1472,180,0}
units_list[95] = {4,5049,0,928,112,180,0}
units_list[96] = {4,5048,0,848,288,0,0}
units_list[97] = {4,5048,0,1168,240,180,0}
units_list[98] = {4,5048,0,1056,176,0,0}
units_list[99] = {4,5048,0,880,1552,180,0}
units_list[100] = {4,5048,0,784,1584,0,0}
units_list[101] = {4,5048,0,960,1488,180,0}
units_list[102] = {4,5049,0,1440,16,180,0}
units_list[103] = {4,5049,0,1168,128,180,0}
units_list[104] = {4,5048,0,1728,1504,180,0}
units_list[105] = {4,5049,0,1808,1456,180,0}
units_list[106] = {4,5049,0,1744,1584,180,0}
units_list[107] = {4,5049,0,1536,1648,180,0}
units_list[108] = {4,5049,0,1584,1664,0,0}
units_list[109] = {4,5049,0,768,1616,180,0}
units_list[110] = {4,5048,0,1232,288,0,0}
units_list[111] = {4,5048,0,1280,208,180,0}
units_list[112] = {4,5048,0,1360,176,180,0}
units_list[113] = {21,12515,23,2124,1884,180,0}
units_list[114] = {4,5048,0,1056,1744,180,0}
units_list[115] = {4,5048,0,1248,1744,0,0}
units_list[116] = {4,5111,0,928,1648,0,0}
units_list[117] = {4,5048,0,1312,1760,180,0}
units_list[118] = {4,5048,0,1008,1680,180,0}
units_list[119] = {4,5048,0,960,1568,180,0}
units_list[120] = {4,5048,0,1424,1792,0,0}
units_list[121] = {11,69998,0,1140,1668,180,10}
units_list[122] = {11,69998,0,1164,1452,180,9}
units_list[123] = {11,69998,0,1140,564,180,4}
units_list[124] = {11,69998,0,1140,444,180,3}
units_list[125] = {11,69998,1,1308,1020,180,2}
units_list[126] = {10,14,0,84,132,180,1}
units_list[127] = {11,69998,0,1404,1284,180,18}
units_list[128] = {11,69998,0,1596,1284,180,17}
units_list[129] = {4,5048,0,672,1040,180,0}
units_list[130] = {4,5048,0,624,1072,180,0}
units_list[131] = {4,5048,0,624,1248,180,0}
units_list[132] = {4,5049,0,608,1104,180,0}
units_list[133] = {4,5049,0,608,1184,180,0}
units_list[134] = {4,5049,0,1680,1328,180,0}
units_list[135] = {4,5048,0,1696,1280,0,0}
units_list[136] = {4,5048,0,1728,1200,180,0}
units_list[137] = {4,5049,0,960,1408,0,0}
units_list[138] = {4,5062,0,864,1488,0,0}
units_list[139] = {11,69998,0,924,1284,180,16}
units_list[140] = {11,69998,0,756,1284,180,15}
units_list[141] = {11,69998,0,1164,1284,180,8}
units_list[142] = {11,69998,0,1164,1092,180,7}
units_list[143] = {4,5049,0,1680,1216,180,0}
units_list[144] = {11,69998,0,996,1044,180,19}
units_list[145] = {11,69998,0,1404,1068,180,20}
units_list[146] = {11,69998,0,876,780,180,12}
units_list[147] = {11,69998,0,708,708,180,11}
units_list[148] = {11,69998,0,1380,828,180,14}
units_list[149] = {11,69998,0,1596,780,180,13}
units_list[150] = {4,5048,0,736,624,180,0}
units_list[151] = {4,5048,0,560,768,0,0}
units_list[152] = {4,5048,0,624,832,0,0}
units_list[153] = {4,5048,0,704,864,0,0}
units_list[154] = {4,5048,0,816,624,0,0}
units_list[155] = {4,5048,0,1600,880,0,0}
units_list[156] = {4,5048,0,1664,896,0,0}
units_list[157] = {4,5048,0,1408,656,0,0}
units_list[158] = {4,5048,0,1472,688,0,0}
units_list[159] = {4,5048,0,1552,672,0,0}
units_list[160] = {4,5048,0,1648,688,0,0}
units_list[161] = {4,5048,0,1728,752,0,0}
units_list[162] = {4,5048,0,720,912,0,0}
units_list[163] = {4,5048,0,688,976,0,0}
units_list[164] = {4,5048,0,1696,1152,0,0}
units_list[165] = {4,5048,0,1616,1200,0,0}
units_list[166] = {4,5049,0,640,1184,0,0}
units_list[167] = {4,5049,0,624,1328,0,0}
units_list[168] = {4,5113,0,720,1120,0,0}
units_list[169] = {4,5048,0,608,656,0,0}
units_list[170] = {4,5048,0,576,720,180,0}
units_list[171] = {13,17009,1,1524,1020,180,0}
units_list[172] = {4,5048,0,1696,976,180,0}
units_list[173] = {4,5048,0,1696,1024,180,0}
units_list[174] = {4,5049,0,1056,1760,0,0}
units_list[175] = {4,5049,0,1232,1760,180,0}
units_list[176] = {4,5048,0,1104,1792,180,0}
units_list[177] = {4,5048,0,1168,1792,0,0}
units_list[178] = {4,5048,0,1040,1840,0,0}
units_list[179] = {4,5048,0,1280,1840,180,0}
units_list[180] = {4,5048,0,976,1760,180,0}
units_list[181] = {4,5048,0,848,1728,180,0}
units_list[182] = {4,5048,0,848,1792,180,0}
units_list[183] = {4,5048,0,1536,1824,180,0}
units_list[184] = {4,5049,0,544,1408,0,0}
units_list[185] = {4,5049,0,592,1312,180,0}
units_list[186] = {4,5048,0,528,1280,180,0}
units_list[187] = {4,5048,0,496,1344,180,0}
units_list[188] = {4,5048,0,448,1248,0,0}
units_list[189] = {4,5048,0,512,1184,0,0}
units_list[190] = {4,5048,0,640,880,180,0}
units_list[191] = {4,5048,0,544,816,180,0}
units_list[192] = {4,5048,0,496,720,0,0}
units_list[193] = {4,5048,0,816,560,0,0}
units_list[194] = {4,5048,0,752,512,0,0}
units_list[195] = {4,5048,0,816,480,180,0}
units_list[196] = {4,5048,0,1600,544,180,0}
units_list[197] = {4,5048,0,1696,816,180,0}
units_list[198] = {4,5048,0,1744,896,180,0}
units_list[199] = {4,5048,0,1776,976,0,0}
units_list[200] = {4,5048,0,1792,1056,180,0}
units_list[201] = {4,5048,0,1792,832,180,0}
units_list[202] = {4,5048,0,1824,768,180,0}
units_list[203] = {4,5048,0,1680,544,180,0}
units_list[204] = {4,5048,0,608,944,0,0}
units_list[205] = {4,5048,0,496,880,0,0}
units_list[206] = {4,5048,0,480,640,180,0}
units_list[207] = {4,5048,0,528,1024,180,0}
units_list[208] = {4,5048,0,448,1104,180,0}
units_list[209] = {4,5048,0,1664,1536,180,0}
units_list[210] = {4,5048,0,1664,1744,180,0}
units_list[211] = {4,5048,0,1200,1904,180,0}
units_list[212] = {4,5048,0,1104,1904,0,0}
units_list[213] = {4,5048,0,944,1856,0,0}
units_list[214] = {4,5048,0,912,1968,0,0}
units_list[215] = {4,5048,0,1312,1936,180,0}
units_list[216] = {4,5048,0,1424,1920,180,0}
units_list[217] = {4,5114,0,1632,624,0,0}
units_list[218] = {4,5114,0,1616,912,0,0}
units_list[219] = {4,5114,0,768,864,180,0}
units_list[220] = {4,5048,0,1872,928,180,0}
units_list[221] = {4,5049,0,1808,880,180,0}
units_list[222] = {4,5049,0,1744,896,180,0}
units_list[223] = {4,5049,0,1712,1072,180,0}
units_list[224] = {4,5049,0,1760,1104,0,0}
units_list[225] = {4,5049,0,1856,1024,180,0}
units_list[226] = {4,5049,0,1760,1232,180,0}
units_list[227] = {4,5049,0,1824,1328,180,0}
units_list[228] = {4,5048,0,1600,464,180,0}
units_list[229] = {4,5062,0,1376,720,0,0}
units_list[230] = {4,5061,0,768,944,180,0}
units_list[231] = {13,17009,1,804,1044,180,0}
units_list[232] = {4,5048,0,784,416,180,0}
units_list[233] = {4,5048,0,688,448,180,0}
units_list[234] = {4,5048,0,544,512,0,0}
units_list[235] = {4,5049,0,816,320,180,0}
units_list[236] = {4,5049,0,672,464,0,0}
units_list[237] = {4,5049,0,512,912,0,0}
units_list[238] = {4,5049,0,416,1152,0,0}
units_list[239] = {4,5049,0,1200,1824,180,0}
units_list[240] = {4,5049,0,864,1600,180,0}
units_list[241] = {4,5049,0,688,1536,180,0}
units_list[242] = {4,5049,0,784,1456,180,0}
units_list[243] = {4,5048,0,1680,1616,0,0}
units_list[244] = {4,5048,0,1552,1744,180,0}
units_list[245] = {4,5057,0,1536,1424,180,0}
units_list[246] = {4,5048,0,1648,1456,0,0}
units_list[247] = {4,5048,0,1584,1488,180,0}
units_list[248] = {4,5048,0,1376,1504,180,0}
units_list[249] = {4,5048,0,1712,448,180,0}
units_list[250] = {4,5048,0,1728,688,180,0}
